@relation 'cleansed_data-weka.filters.unsupervised.attribute.Remove-R10,14,22'

@attribute yearID numeric
@attribute G numeric
@attribute R numeric
@attribute H numeric
@attribute 2B numeric
@attribute 3B numeric
@attribute HR numeric
@attribute RBI numeric
@attribute salary numeric
@attribute weight numeric
@attribute height numeric
@attribute bats {R,L,B}
@attribute AB numeric
@attribute SO numeric
@attribute BB numeric
@attribute IBB numeric
@attribute SH numeric
@attribute SF numeric
@attribute GIDP numeric
@attribute R_avg numeric
@attribute H_avg numeric
@attribute 2B_avg numeric
@attribute 3B_avg numeric
@attribute HR_avg numeric
@attribute salary_avg numeric
@attribute weight_avg numeric
@attribute height_avg numeric
@attribute AB_avg numeric
@attribute SO_avg numeric
@attribute BB_avg numeric
@attribute IBB_avg numeric
@attribute SH_avg numeric
@attribute SF_avg numeric
@attribute GIDP_avg numeric
@attribute G_avg numeric
@attribute RBI_avg numeric
@attribute num_years_in_league numeric
@attribute age numeric

@data
2002,12,2,6,0,0,1,2,850000,210,77,R,34,9,4,0,0,0,0,16,31.142857,5.571429,0.714286,4,457857.142857,210,77,128.142857,32.142857,11.571429,0.428571,0.142857,1.428571,3.428571,55.142857,17.571429,9,33
2002,145,65,131,20,4,3,37,4100000,175,72,B,554,53,20,2,5,6,11,65.714286,128.571429,20.714286,7.571429,6.571429,1533071.428571,175,72,468.857143,48.571429,21.857143,1.857143,7.571429,4.285714,6.428571,116.142857,45.428571,6,29
2002,23,9,18,4,0,2,11,375000,175,73,R,76,15,5,0,1,0,3,47.333333,95.666667,22.666667,1.333333,13,286666.666667,175,73,343,58.333333,17.333333,0.666667,1.333333,1.333333,10,92,49.666667,3,28
2002,151,63,155,36,5,11,80,4000000,190,71,R,549,69,46,1,2,11,13,57.25,131.25,26.125,3.875,9.75,1129250,190,71,460,61.625,36,2,1.75,5.75,11.625,128,64.375,7,33
2002,30,0,0,0,0,0,0,310000,175,75,R,0,0,0,0,0,0,0,0,0.25,0,0,0,245000,175,75,2.25,1.5,0,0,0.25,0,0.25,27.25,0,3,26
2002,35,10,13,1,1,0,5,255000,165,66,R,68,12,4,0,0,1,0,12.8,18.2,2.8,1.2,0.8,221000,165,66,82.6,17.4,5.4,0,2.2,0.4,1.2,43.8,5.8,4,27
2002,38,6,3,1,0,0,2,255000,165,66,R,30,7,3,0,1,0,1,12.8,18.2,2.8,1.2,0.8,221000,165,66,82.6,17.4,5.4,0,2.2,0.4,1.2,43.8,5.8,4,27
2002,23,0,0,0,0,0,0,215000,180,71,L,0,0,0,0,0,0,0,0,0,0,0,0,215000,180,71,0,0,0,0,0,0,0,23,0,9,34
2002,27,0,0,0,0,0,0,1350000,210,79,R,0,0,0,0,0,0,0,0,0,0,0,0,505000,210,79,2.25,1.5,0,0,0.25,0,0,26,0,4,29
2002,33,0,0,0,0,0,0,4150000,225,74,R,1,1,1,0,3,0,0,0.2,1.8,0,0,0,1679800,225,74,7.2,1.8,0.2,0,0.8,0,0,29.4,0.4,7,27
2002,126,81,160,31,1,24,86,8000000,195,73,R,471,46,61,10,0,7,9,58.75,112.375,23.375,0.375,15.375,2017875,195,73,364.25,39.625,38.625,3.625,0.5,4.5,10,101.5,65.125,7,29
2002,144,65,118,27,6,12,56,2250000,185,74,L,475,105,56,1,7,2,5,49.888889,83.444444,16.333333,4.111111,10.333333,1115444.444444,185,74,322.888889,77.777778,37.111111,2.444444,3,2.333333,5,112.444444,41,7,31
2002,12,0,0,0,0,0,0,240000,220,76,R,0,0,0,0,0,0,0,0.5,0.5,0,0,0,222500,220,76,1.5,0.5,0,0,0,0,0,20.5,0,2,26
2002,30,5,6,0,0,1,4,8000000,180,73,R,48,23,2,0,6,0,0,2,5.307692,1,0,0.076923,3212615.384615,180,73,38.076923,15.461538,1.230769,0,6.076923,0.076923,0.384615,21.692308,2,11,35
2002,159,70,151,26,5,21,75,2800000,220,71,R,587,96,37,4,1,6,17,60.4,123,22.8,3.2,15.2,1088000,220,71,461,80,39.2,3.8,2.4,4,9.4,130.4,61.8,4,23
2002,49,12,14,3,0,4,9,225000,195,71,R,65,19,5,0,0,0,1,13.5,22.5,7,0.5,3,212500,195,71,99,26,7,0,0,0,1,62,9,2,26
2002,17,2,5,1,0,1,2,15714286,195,76,R,20,11,0,0,2,0,0,1.777778,5.888889,0.666667,0,0.222222,8185571.555556,195,76,47.777778,17.555556,2.111111,0,5.333333,0.111111,0.111111,30,3,16,37
2002,63,0,0,0,0,0,0,360000,225,74,R,6,3,1,0,1,0,0,0,0,0,0,0,360000,225,74,6,3,1,0,1,0,0,63,0,7,34
2002,4,1,1,0,0,0,0,222500,180,71,L,3,1,1,0,0,0,0,5,5,0.333333,0,0.333333,211666.666667,180,71,25,4.666667,2.333333,0,0.333333,0.666667,0.333333,21.333333,2.333333,3,27
2002,115,37,75,14,4,5,28,625000,200,72,L,258,38,26,4,2,0,3,25.666667,56,11,2.333333,3,358333.333333,200,72,231,33.333333,19,3.333333,1.666667,0.666667,6.666667,86.666667,20,4,27
2002,39,2,6,2,0,1,4,5000000,160,75,L,39,11,1,0,8,0,0,2.3,5.3,0.8,0,0.2,2320900,160,75,27,6.1,1.3,0,3.1,0,0.9,31.7,2.1,9,30
2002,77,0,0,0,0,0,0,300000,195,74,R,1,1,0,0,0,0,0,1.5,3,1,0.5,0.5,260000,195,74,22.5,7,0.5,0,3,0,1,55,1,3,26
2002,158,110,166,31,1,42,114,13416667,190,76,L,582,112,93,22,0,5,26,73.1,123.2,27,2.4,23.4,4073550.1,190,76,432.4,85,46.1,5.7,0.2,3.3,9,119.7,71.4,9,30
2002,111,57,95,21,4,17,60,5000000,190,71,R,343,68,22,2,0,4,6,72.769231,133.846154,23.076923,3.230769,13.615385,3476653.846154,190,71,494.692308,74.461538,35,3,2.076923,3.923077,9.076923,129.153846,57.230769,13,35
2002,150,56,145,23,0,9,50,5000000,185,73,R,536,89,22,4,1,4,17,64,136.222222,24.777778,2.666667,6.333333,1673777.777778,185,73,482.666667,66.333333,23.888889,1.555556,2.555556,3.111111,11.444444,121.888889,42.444444,7,32
2002,96,15,35,6,0,2,17,675000,180,72,L,120,22,14,3,0,1,2,13.727273,34.454545,6,0.454545,2.545455,359818.181818,180,72,129.181818,23.181818,20.727273,1.818182,0.181818,1,2.454545,83.727273,16.272727,12,34
2002,28,1,5,0,0,0,2,900000,215,72,L,50,21,2,0,4,0,2,1,5,0,0,0,900000,215,72,50,21,2,0,4,0,2,28,2,0,29
2002,135,43,102,24,2,1,31,215000,180,69,B,439,39,14,1,10,5,12,43,102,24,2,1,215000,180,69,439,39,14,1,10,5,12,135,31,1,22
2002,128,65,134,27,3,18,80,6600000,205,73,R,471,86,34,3,0,4,10,60.363636,114.727273,21.363636,3.090909,15.181818,3617939.454545,205,73,400.181818,64.363636,26.636364,1.818182,0.181818,4.181818,9.090909,109.545455,66.909091,10,35
2002,142,52,142,26,1,13,73,6875000,205,76,R,524,74,37,1,0,6,11,68.363636,146.090909,27.363636,0.909091,24.545455,3723545.454545,205,76,544.363636,99.909091,46.909091,1.727273,0,6.727273,15,144.272727,88.636364,11,35
2002,41,8,25,5,0,2,12,1100000,190,74,B,95,31,10,4,0,2,3,17.875,36.0625,7.5,0.4375,3.3125,543406.25,190,74,152.25,36.125,21.9375,0.8125,1.6875,1.1875,4.1875,57.5625,16.8125,14,38
2002,149,74,163,38,1,10,64,546667,193,70,R,580,31,34,2,4,4,20,52,110.666667,22.333333,0.333333,12.666667,325555.666667,193,70,378.333333,23.333333,27.666667,2.666667,3.333333,5,11.333333,103.333333,55,4,30
2002,21,0,0,0,0,0,0,3250000,200,75,R,1,1,0,0,0,0,0,1.411765,4,0.764706,0.058824,0.117647,1743529.411765,200,75,34.294118,15.470588,0.647059,0,3.058824,0.058824,0.411765,27.823529,1.352941,16,39
2002,34,3,4,2,0,1,3,4500000,210,74,R,63,32,5,0,6,0,1,1.777778,5.888889,1.444444,0.111111,0.222222,2162111.111111,210,74,43.333333,19.888889,1.111111,0,4.111111,0.111111,0.333333,27.888889,2.444444,7,34
2002,32,5,10,5,0,1,4,625000,225,72,L,64,13,1,0,10,0,0,2.333333,6.333333,2,0,0.333333,348333.333333,225,72,40,9.666667,0.333333,0,5.333333,0,0.333333,24.666667,2.666667,4,24
2002,86,0,1,0,0,0,0,2833333,175,73,L,3,2,0,0,0,0,0,0.714286,1,0,0,0,1289404.714286,175,73,8.714286,3.857143,0.571429,0,1,0,0.142857,66.714286,0,10,34
2002,38,3,10,3,0,0,2,450000,167,72,R,48,13,6,0,3,1,1,25.8,44.7,8.3,0.3,1.6,354050,167,72,183.1,32.8,24.2,0.2,4.8,0.8,4.4,85.2,16.1,10,38
2002,127,63,117,14,7,3,34,217500,172,70,L,422,51,48,0,6,1,1,30.666667,51.666667,6.333333,2.333333,1.666667,209833.333333,172,70,192.333333,23,19.333333,0,3,0.666667,0.333333,61,16,3,30
2002,87,24,55,8,1,4,20,750000,205,74,L,234,46,20,3,3,0,4,14.285714,38.857143,7.714286,0.714286,1.857143,346428.571429,205,74,158.857143,40.428571,16.571429,3.142857,1.142857,1.142857,2.857143,56.857143,14.571429,4,30
2002,104,30,61,13,0,3,26,1650000,210,69,R,289,46,18,0,6,3,9,60.5,110.5,25.5,4,7.5,602500,210,69,420.25,63.5,49.75,1.5,5,4,10.5,120.25,43.5,4,27
2002,25,0,0,0,0,0,0,218000,210,75,R,2,1,0,0,0,0,0,0,0,0,0,0,218000,210,75,2,1,0,0,0,0,0,25,0,4,32
2002,50,1,2,0,0,0,0,705000,205,72,R,19,10,0,0,1,0,0,0.25,0.5,0,0,0,338125,205,72,5,2.75,0,0,0.25,0,0,32.75,0,5,30
2002,31,3,16,1,0,1,8,850000,200,72,B,87,18,10,4,0,1,3,13.75,36.5,5.75,0.25,4.5,408125,200,72,156.25,26.25,13.25,1.75,0,1.25,4,54.75,17,6,30
2002,68,0,0,0,0,0,0,1400000,205,74,R,1,1,0,0,0,0,0,0,0.166667,0.166667,0,0,589166.666667,205,74,2.666667,1.5,0,0,0.166667,0,0.166667,61.333333,0,5,32
2002,3,0,0,0,0,0,0,1200000,180,74,R,0,0,0,0,0,0,0,0,0,0,0,0,444750,180,74,1,0.5,0,0,0.25,0,0,22,0,5,32
2002,128,47,115,26,5,9,41,7500000,195,72,R,448,86,52,0,1,7,13,42.2,73.9,15,1.6,10.3,2229899.9,195,72,268.7,52.4,24.6,1,1.3,3.1,5.4,83.2,39.2,9,31
2002,122,23,60,8,2,3,17,1100000,195,70,L,197,17,14,1,1,1,4,23.722222,53.833333,8.222222,1.166667,1.888889,706345.722222,195,70,198.388889,16.277778,13.777778,1.222222,2.333333,1.166667,5.833333,90.944444,17.944444,14,38
2002,152,72,151,24,2,24,73,3333333,180,73,R,525,188,52,5,0,1,19,48.5,87.6,15,2.7,13.3,1647499.9,180,73,340,102,28.3,3.4,2.8,1.6,8.9,112.5,46.3,11,33
2002,76,25,77,15,2,7,33,1625000,210,74,L,255,41,14,3,4,1,4,20.888889,49.777778,8.555556,0.666667,6.666667,755888.888889,210,74,186.777778,42,12.222222,1.555556,1.333333,0.555556,5.222222,70.333333,26.222222,6,31
2002,35,9,13,5,1,0,7,1625000,210,74,L,65,21,2,0,0,0,5,20.888889,49.777778,8.555556,0.666667,6.666667,755888.888889,210,74,186.777778,42,12.222222,1.555556,1.333333,0.555556,5.222222,70.333333,26.222222,6,31
2002,67,35,59,17,1,10,29,3187500,205,73,L,243,60,22,1,0,1,8,66.25,114.75,29.25,2.25,21.25,1218250,205,73,399.75,100.5,31.5,5.25,0.75,2.75,9.5,110.5,67,4,28
2002,76,0,0,0,0,0,0,300000,225,73,L,0,0,0,0,0,0,0,0,0,0,0,0,260000,225,73,1,0.5,0,0,0,0,0,79,0,3,28
2002,6,1,0,0,0,0,1,700000,175,71,B,8,1,2,0,0,0,0,19.142857,41.714286,8.285714,0.857143,2.571429,484142.857143,175,71,167.857143,35.285714,11.571429,1.285714,2.857143,1.285714,4.714286,71.571429,16,9,32
2002,86,23,58,14,0,2,19,5000000,175,72,R,217,32,23,1,6,1,6,39.888889,86.555556,15.444444,1.444444,3.444444,2017277.777778,175,72,295.777778,34.333333,28.444444,0.777778,4.666667,3,8.111111,90.777778,31.111111,7,31
2002,21,10,28,4,0,2,8,5000000,175,72,R,66,5,9,0,0,2,1,39.888889,86.555556,15.444444,1.444444,3.444444,2017277.777778,175,72,295.777778,34.333333,28.444444,0.777778,4.666667,3,8.111111,90.777778,31.111111,7,31
2002,12,0,2,1,0,0,1,202000,235,75,R,19,4,0,0,1,0,0,0,2,1,0,0,202000,235,75,19,4,0,0,1,0,0,12,1,1,22
2002,21,0,0,0,0,0,0,430000,175,67,L,0,0,0,0,0,0,0,0,0,0,0,0,430000,175,67,0,0,0,0,0,0,0,21,0,0,33
2002,85,32,55,9,0,6,21,2750000,175,72,R,215,30,32,2,1,0,7,34.666667,64.333333,13.777778,2.111111,4.888889,845555.555556,175,72,230.888889,31.444444,21.444444,0.777778,0.777778,1.666667,5,85.555556,27.888889,7,30
2002,26,2,4,0,0,0,3,252500,190,73,R,42,21,2,0,3,0,3,2,4,0,0,0,252500,190,73,42,21,2,0,3,0,3,26,3,2,23
2002,37,6,19,0,0,1,8,2800000,170,74,L,66,24,1,0,14,0,1,1.5,5.5,0,0,0.25,1242500,170,74,31.5,12.25,0.5,0,5,0,0.5,32.25,3.25,5,28
2002,112,55,114,10,7,1,33,202000,180,70,L,394,62,31,0,6,2,4,55,114,10,7,1,202000,180,70,394,62,31,0,6,2,4,112,33,1,26
2002,157,86,159,37,2,29,102,3125000,205,78,R,570,136,70,7,0,4,17,65,116,21.6,2.8,26.4,978200,205,78,429,113.8,39,2.4,0,3.6,13.4,117.8,84.4,5,28
2002,34,2,6,1,0,0,3,290000,195,73,R,68,39,4,0,4,0,0,3,4.5,0.5,0,0,245000,195,73,55,34,4,0,3,0,0,29.5,2,1,24
2002,107,41,66,15,0,16,41,500000,200,69,L,270,50,36,4,0,1,7,48.555556,79.888889,17,0.666667,17.333333,1060555.555556,200,69,302.777778,62.555556,43,3.111111,0.555556,2.333333,5.777778,101.333333,56.222222,10,34
2002,76,0,0,0,0,0,0,212500,170,73,R,2,2,0,0,0,0,0,0,0,0,0,0,206500,170,73,1,1,0,0,0,0,0,44,0,3,28
2002,19,0,5,3,0,0,0,4250000,240,78,R,33,13,0,0,6,0,0,2.375,5.375,1.375,0.125,0.125,1596062.5,240,78,39.25,16.25,1.375,0,4.25,0,0.25,21.875,1.625,6,28
2002,4,0,0,0,0,0,0,4250000,240,78,R,5,3,0,0,1,0,0,2.375,5.375,1.375,0.125,0.125,1596062.5,240,78,39.25,16.25,1.375,0,4.25,0,0.25,21.875,1.625,6,28
2002,138,57,139,29,3,3,28,2000000,180,69,R,496,38,39,0,8,4,14,73.636364,128.363636,24.181818,3.818182,5.181818,2554772.727273,180,69,444.363636,32,47.272727,1,6.272727,3.272727,9.090909,120.545455,40.363636,10,35
2002,44,19,34,5,1,5,15,225000,230,76,R,135,33,6,0,0,0,4,23.5,44,8.5,0.5,7.5,215000,230,76,166,45.5,12.5,0,0,0.5,3,56.5,23.5,2,29
2002,38,14,24,8,1,0,11,235000,170,69,R,112,22,10,0,1,2,1,12.5,24,6,1,1,172000,170,69,116,30,9.5,0,1,1.5,3,40.5,9.5,6,29
2002,23,0,0,0,0,0,0,222500,185,73,R,0,0,0,0,0,0,0,0,0,0,0,0,222500,185,73,0,0,0,0,0,0,0,23,0,2,27
2002,8,0,0,0,0,0,0,200000,215,73,L,0,0,0,0,0,0,0,0,0,0,0,0,200000,215,73,0,0,0,0,0,0,0,8,0,0,26
2002,68,0,0,0,0,0,0,1800000,195,72,R,0,0,0,0,0,0,0,0,0,0,0,0,913928.571429,195,72,0,0,0,0,0,0,0,66.714286,0,9,32
2002,148,80,170,31,6,9,59,1425000,180,72,B,623,79,17,2,8,6,12,74,142.5,24,10.75,7,545000,180,72,541.75,87,26.5,0.75,7.5,3.5,6.75,138.25,47.5,3,24
2002,65,0,0,0,0,0,0,2750000,220,77,R,0,0,0,0,0,0,0,0,0,0,0,0,990833.333333,220,77,0.833333,0.666667,0,0,0,0,0,46.5,0,7,30
2002,102,28,65,13,0,2,25,1100000,180,70,B,260,44,24,0,4,5,3,27.111111,56.222222,10.888889,1.666667,2.444444,389000,180,70,220,40.777778,18.555556,0.555556,3.222222,2.333333,3.888889,86.444444,21.444444,9,32
2002,148,89,162,37,4,29,94,2400000,225,74,R,561,118,35,3,0,3,17,66.75,125.25,25,4.5,17.5,763750,225,74,461.25,95.75,27,1.5,0.5,2.75,12.75,132.5,66.25,5,27
2002,58,0,0,0,0,0,0,500000,185,73,R,0,0,0,0,0,0,0,0.214286,0.357143,0.142857,0,0,1280178.642857,185,73,2,0.285714,0.071429,0,0.285714,0,0,59.5,0.071429,16,38
2002,149,96,173,37,2,27,85,312500,175,70,L,577,129,37,2,4,6,8,68.25,136.5,28,2.25,17.25,253125,175,70,474.25,98.75,29.75,2.25,2,2.25,10.5,136.75,63.5,3,27
2002,140,71,131,37,3,15,69,2150000,215,75,L,490,127,72,4,0,5,14,73,133.5,31.75,2.25,15.25,723750,215,75,467,105.25,64.25,6,0.75,4.5,11.75,139,73.75,4,29
2002,32,0,1,0,0,0,0,215000,210,74,R,4,1,0,0,0,0,0,0,1,0,0,0,215000,210,74,4,1,0,0,0,0,0,32,0,1,24
2002,17,0,0,0,0,0,0,2350000,160,73,B,0,0,0,0,0,0,0,0.25,0.5,0.25,0,0,762500,160,73,2.25,1,0.5,0,0.5,0,0,32.75,0,3,27
2002,143,60,122,29,1,10,64,285000,195,74,L,467,69,74,8,0,7,7,57,121,29.666667,1.666667,9,233333.333333,195,74,445.666667,70.666667,61.333333,5.666667,1,5.333333,10,137.333333,56.666667,4,28
2002,30,0,2,0,0,0,1,4000000,200,75,L,5,1,0,0,0,0,0,0.2,1.2,0,0,0,1369000,200,75,4,1.4,0.2,0,0,0,0,32.8,0.4,4,27
2002,120,55,103,23,2,12,45,200000,210,72,R,383,86,31,3,2,0,5,55,103,23,2,12,200000,210,72,383,86,31,3,2,0,5,120,45,1,26
2002,4,0,0,0,0,0,0,275000,190,71,L,7,1,0,0,0,0,0,44.333333,94.666667,17,1.666667,6,258333.333333,190,71,348.666667,55.666667,41.333333,2,4,2.666667,6.333333,98.333333,38.666667,3,28
2002,125,52,112,32,1,20,75,950000,230,76,L,412,87,43,0,0,8,5,51,94.25,26.25,0.75,14.25,400000,230,76,352,77,44.75,3.25,0.25,5,8,107.5,58,5,27
2002,130,54,132,31,6,6,49,250000,235,75,L,440,61,13,1,2,3,14,52.5,121,32,4,6.5,230000,235,75,410.5,59,14.5,2.5,1.5,3,10.5,122,52,4,26
2002,51,14,28,7,1,4,16,450000,185,71,R,125,26,14,0,3,2,4,7.416667,15.083333,3.583333,0.333333,1.583333,285083.333333,185,71,69,14.833333,6.416667,0.25,1.25,0.666667,1.916667,30.583333,8.083333,15,38
2002,21,0,0,0,0,0,0,8750000,180,74,R,0,0,0,0,0,0,0,0,0.333333,0,0,0,4012500,180,74,2.666667,0.833333,0,0,0.166667,0,0,31.333333,0,7,30
2002,33,0,1,0,0,0,0,7000000,195,72,R,4,2,1,0,1,0,0,3.285714,6.571429,1.142857,0,0.285714,3066785.714286,195,72,38.857143,12.285714,1.714286,0,6.428571,0.428571,0.142857,27,3,14,38
2002,93,46,81,23,4,4,35,240000,175,70,R,316,51,19,2,8,0,12,58,115.5,22,5,5.5,220000,175,70,439.5,75,29.5,1,6.5,2.5,13.5,123,41,2,23
2002,81,0,0,0,0,0,0,215000,205,71,B,0,0,0,0,0,0,0,0.333333,0.333333,0.333333,0,0,207500,205,71,0.666667,0,0,0,0,0,0,35.666667,0,3,26
2002,48,0,0,0,0,0,0,1700000,180,72,R,0,0,0,0,0,0,0,0.125,0,0,0,0,615500,180,72,0,0,0.125,0,0,0,0,52.875,0,8,36
2002,29,1,5,0,1,0,2,335000,205,76,R,50,16,1,0,5,0,0,1.333333,4.666667,0.333333,0.333333,0,255000,205,76,43,15,0.666667,0,4.666667,0,0,26.666667,2.333333,3,24
2002,117,41,99,20,1,12,49,1150000,185,75,R,376,65,40,7,6,5,14,41,100.5,25,1.75,6.75,475125,185,75,388,48.25,30,4.5,2.75,2.5,13.25,116,40.25,4,26
2002,31,24,23,3,2,0,7,250000,185,74,L,123,44,22,0,3,0,0,52.333333,76.333333,13,4.333333,2.666667,231333.333333,185,74,338.666667,77,36,0.666667,8.333333,0.666667,3,93.666667,18,3,25
2002,153,64,148,43,1,7,56,2400000,195,70,R,563,53,48,4,9,4,16,53.4,118.2,29.6,3.6,9,680100,195,70,450.8,40,30.4,3.4,5,3,11.6,124.6,53.6,5,28
2002,13,3,1,1,0,0,0,250000,170,70,R,11,3,1,1,1,0,0,17,39.333333,7.666667,2,1.333333,213666.666667,170,70,160,35,15.333333,2.333333,1.666667,2.333333,3.333333,65.666667,18.333333,5,29
2002,104,30,76,12,0,9,40,500000,235,75,R,292,81,30,6,0,3,8,73.2,140.466667,26.866667,1.933333,24.533333,3135277.8,235,75,480.533333,119.066667,35,6.6,0.066667,3.733333,10.666667,130.666667,87.266667,17,41
2002,161,106,206,37,2,39,111,8000000,235,75,R,614,70,84,32,0,5,20,94.666667,180,34.333333,5.166667,34.666667,3155000,235,75,557,71.333333,53,18,0,3.666667,17.166667,147.166667,103.666667,6,27
2002,62,0,0,0,0,0,0,370000,200,72,L,1,1,1,0,0,0,0,0,1.25,0,0,0,256250,200,72,6,3.25,0.25,0,0.5,0,0,53.25,0.25,3,32
2002,41,0,0,0,0,0,0,3000000,225,80,L,4,2,0,0,0,0,0,0,0,0,0,0,1697857.142857,225,80,0.857143,0.285714,0.142857,0,0,0,0,53.142857,0,9,35
2002,25,0,0,0,0,0,0,3000000,225,80,L,0,0,0,0,0,0,0,0,0,0,0,0,1697857.142857,225,80,0.857143,0.285714,0.142857,0,0,0,0,53.142857,0,9,35
2002,55,9,15,4,0,0,4,500000,175,71,R,74,14,8,3,7,0,2,13.9,29.5,6.8,0.7,2.1,285300,175,71,118.7,22.1,9.8,0.6,2.2,0.7,1.8,65.7,11.9,8,35
2002,38,10,22,4,0,0,7,500000,175,71,R,77,13,5,1,3,0,1,13.9,29.5,6.8,0.7,2.1,285300,175,71,118.7,22.1,9.8,0.6,2.2,0.7,1.8,65.7,11.9,8,35
2002,32,3,7,1,0,0,2,240000,205,73,B,55,28,4,0,8,0,0,1.5,3.5,0.5,0,0,232500,205,73,29,15,2,0,4,0,0,22,1,3,26
2002,15,1,5,1,0,0,1,1312500,265,77,R,24,6,0,0,3,0,0,1,3.666667,0.5,0.166667,0,762500,265,77,26.5,10.166667,0.166667,0,3.333333,0,0,17.166667,1.166667,4,26
2002,22,1,3,0,1,0,1,1312500,265,77,R,16,6,0,0,2,0,0,1,3.666667,0.5,0.166667,0,762500,265,77,26.5,10.166667,0.166667,0,3.333333,0,0,17.166667,1.166667,4,26
2002,42,0,1,0,0,0,1,235000,175,71,R,9,1,0,0,2,0,0,1,1.5,0,0,0.5,223750,175,71,13,4.5,2,0,2.5,0,0.5,41.5,1.5,2,29
2002,20,1,1,0,0,0,3,300000,180,73,L,20,8,4,0,0,1,0,31.5,62.666667,14.083333,0.75,13.083333,1721083.333333,180,73,240.416667,64.416667,22.333333,2.75,0.083333,1.833333,4.25,74.75,42.416667,10,35
2002,73,21,57,19,2,5,29,212000,210,73,L,207,41,21,8,2,2,7,21,57,19,2,5,212000,210,73,207,41,21,8,2,2,7,73,29,2,26
2002,63,28,39,6,1,10,31,4000000,205,76,L,205,57,39,5,0,1,4,45.555556,88.444444,19,1.555556,15.444444,1721000,205,76,346.777778,87.555556,36,5.333333,0.444444,3,9.777778,104.555556,55.111111,12,35
2002,67,0,0,0,0,0,0,235000,225,74,R,2,2,0,0,0,0,0,0,0,0,0,0,217500,225,74,1,1,0,0,0,0,0,64.5,0,1,27
2002,1,0,0,0,0,0,0,355000,180,71,R,0,0,0,0,0,0,0,0,0,0,0,0,272500,180,71,1,0.8,0,0,0,0,0,42.4,0,3,26
2002,68,0,0,0,0,0,0,355000,180,71,R,0,0,0,0,0,0,0,0,0,0,0,0,272500,180,71,1,0.8,0,0,0,0,0,42.4,0,3,26
2002,114,43,87,18,1,15,55,4500000,185,71,R,381,90,35,1,1,5,15,46.285714,81.428571,17.285714,1.142857,12.571429,1251428.571429,185,71,306,74.285714,34.285714,1.285714,1.142857,2.428571,9.428571,87.142857,46.285714,5,27
2002,35,12,27,5,2,2,7,270000,190,74,R,105,27,5,1,1,0,2,11.5,27.5,5.5,1.5,5,253750,190,74,120.5,32.5,9,1.5,0.5,1,1.5,41.5,15,2,29
2002,58,1,3,0,0,0,0,200000,245,75,R,4,0,0,0,0,0,0,1,3,0,0,0,200000,245,75,4,0,0,0,0,0,0,58,0,2,24
2002,34,7,13,0,0,0,4,4725000,210,74,R,73,9,3,0,10,0,2,4.6,13,1.6,0.2,0,1482000,210,74,58.8,10,2.4,0,10.6,0.4,1,31.6,3.2,4,26
2002,152,103,190,43,3,19,96,4000000,175,71,B,604,70,60,1,11,3,12,66,130.333333,32.833333,1.5,12,1239583.333333,175,71,427.333333,48.666667,34.5,1.5,3.5,3.166667,10.833333,119.833333,57.666667,5,28
2002,4,0,0,0,0,0,0,400000,190,73,L,0,0,0,0,0,0,0,0,0,0,0,0,468750,190,73,0,0,0,0,0,0,0,16.75,0,16,41
2002,153,92,135,27,8,20,59,206000,200,72,L,507,161,81,7,6,4,5,92,135,27,8,20,206000,200,72,507,161,81,7,6,4,5,153,59,1,25
2002,31,2,2,1,0,0,0,300000,210,74,R,35,13,3,0,5,0,2,2.5,5.75,0.75,0,0.25,1593750,210,74,47,17.25,2,0,7.75,0,2,30,3.25,4,37
2002,15,3,5,1,1,0,4,650000,184,72,R,37,12,1,0,3,0,2,9.285714,24.142857,3.571429,0.142857,1.142857,354142.857143,184,72,111.285714,24,10.571429,0.142857,3.285714,1.142857,2.428571,46.571429,9.857143,7,32
2002,18,0,0,0,0,0,0,223350,205,73,L,1,0,0,0,0,0,0,0,0,0,0,0,211675,205,73,2,1,0,0,0,0,0,27.5,0,2,27
2002,29,1,2,1,0,0,1,10300000,205,76,R,3,1,0,0,0,1,0,0.285714,0.571429,0.285714,0,0,8235714.285714,205,76,2.714286,1,0.285714,0,0.285714,0.142857,0,32.142857,0.142857,18,40
2002,55,14,39,7,0,3,17,750000,195,71,R,148,23,6,1,1,1,8,40.25,99.625,18.375,1,11,653312.5,195,71,361.75,51.25,20.875,1.5,0.125,3.875,15.625,105.25,54.25,7,36
2002,155,120,176,34,1,41,122,10428571,240,75,L,560,112,109,4,0,5,18,90.125,153,32.75,1,28.5,2560946.25,240,75,494.75,89.25,86.875,6.625,0.25,6.75,12.625,138.5,99.625,7,31
2002,24,0,0,0,0,0,0,3200000,210,74,R,0,0,0,0,0,0,0,0.2,0.2,0,0,0,1960000,210,74,3.8,2.4,0,0,0.4,0,0,24.8,0,4,37
2002,20,0,0,0,0,0,0,4936719,200,73,L,0,0,0,0,0,0,0,2.333333,3,0,0,0,3997786.5,200,73,31.833333,17.166667,1.166667,0,3.5,0,0.666667,23,0.833333,10,31
2002,157,124,191,26,0,18,75,14600000,195,75,R,644,114,73,2,3,3,14,119.142857,196.857143,30,5.285714,16.714286,6232857.142857,195,75,620,110.571429,66.714286,2.285714,4.428571,3.857143,13.285714,154,79.428571,7,28
2002,129,56,92,15,0,15,58,220650,235,75,L,378,98,48,5,3,0,11,56,92,15,0,15,220650,235,75,378,98,48,5,3,0,11,129,58,1,24
