@relation 'newest_weka_batters_no_null-weka.filters.unsupervised.attribute.Remove-R1,23-weka.filters.unsupervised.attribute.NumericToNominal-R19'

@attribute lgID {NL,AL}
@attribute yearID numeric
@attribute AB numeric
@attribute R numeric
@attribute H numeric
@attribute 2B numeric
@attribute 3B numeric
@attribute HR numeric
@attribute RBI numeric
@attribute SB numeric
@attribute CS numeric
@attribute BB numeric
@attribute SO numeric
@attribute IBB numeric
@attribute SH numeric
@attribute SF numeric
@attribute GIDP numeric
@attribute G numeric
@attribute GP {0,1}
@attribute height numeric
@attribute weight numeric
@attribute age numeric
@attribute num_years_in_league numeric
@attribute previous_appearances numeric

@data
NL,1960,88,5,6,1,0,0,3,0,0,6,31,0,11,0,3,38,1,72,190,30,9,2
NL,1961,79,6,11,0,1,0,7,0,0,1,36,0,9,0,0,41,0,72,190,31,10,3
NL,1962,91,3,11,2,0,0,5,0,0,0,31,0,8,0,1,39,0,72,190,32,11,3
NL,1963,86,2,9,0,0,0,2,0,0,1,31,0,10,0,0,39,0,72,190,33,12,3
NL,1964,71,2,5,0,0,0,2,0,0,3,26,0,11,0,1,35,0,72,190,34,13,3
NL,1965,71,2,3,0,0,0,1,0,0,1,26,0,6,0,1,34,0,72,190,35,14,3
AL,1966,11,0,0,0,0,0,0,0,0,0,5,0,3,0,1,12,0,72,190,36,15,3
AL,1955,42,3,11,3,0,0,2,0,0,4,11,0,0,0,2,14,0,73,180,28,6,0
NL,1956,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,73,180,29,7,0
NL,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,74,205,24,0,0
NL,2010,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,33,0,74,205,25,1,0
NL,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,74,205,26,2,0
NL,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,74,205,27,3,0
AL,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,74,205,28,4,0
AL,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,74,205,29,5,0
NL,1967,23,1,2,1,0,0,1,1,0,1,8,0,0,0,1,14,0,72,185,21,0,0
NL,1968,12,0,1,0,0,0,0,1,0,0,7,0,0,0,1,19,0,72,185,22,1,0
NL,1969,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,72,185,23,2,0
NL,1970,13,0,4,0,0,0,1,0,0,1,4,0,1,0,0,30,0,72,185,24,3,0
NL,1971,13,1,3,0,0,0,1,0,0,1,2,0,1,0,0,53,0,72,185,25,4,0
NL,1972,7,0,2,0,0,0,1,0,0,0,1,0,0,0,0,39,0,72,185,26,5,0
NL,1973,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,42,0,72,185,27,6,0
NL,1974,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,36,0,72,185,28,7,0
NL,1975,5,1,1,0,0,0,0,0,0,0,2,0,0,0,0,65,0,72,185,29,8,0
NL,1976,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,72,185,30,9,0
NL,1975,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,74,225,26,0,0
AL,1955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,72,180,25,0,0
NL,1982,34,5,7,2,0,2,3,1,1,1,11,0,0,0,0,16,0,76,196,23,0,0
NL,1983,60,10,17,4,1,3,11,1,1,4,17,0,0,0,2,32,0,76,196,24,1,0
NL,1984,276,33,56,9,3,12,28,7,5,24,84,2,3,1,7,126,0,76,196,25,2,0
NL,1985,109,14,22,5,0,0,7,4,3,19,24,5,2,0,2,53,0,76,196,26,3,0
AL,1987,40,5,4,0,0,2,5,0,0,5,13,1,0,1,1,29,0,76,196,28,5,0
NL,1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,72,168,28,3,0
NL,1987,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,10,0,76,190,25,0,0
NL,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,76,190,26,1,0
NL,1989,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,45,0,76,190,27,2,0
NL,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,76,190,28,3,0
AL,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,76,190,31,6,0
AL,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,75,230,22,0,0
AL,1992,199,24,51,9,1,1,12,1,3,16,27,0,11,1,2,67,0,69,180,26,0,0
AL,1994,205,37,67,20,3,0,18,6,1,29,23,0,5,3,1,57,0,69,180,28,2,0
AL,1995,313,38,87,15,2,4,29,3,3,24,45,0,8,4,7,90,0,69,180,29,3,0
AL,1996,419,74,120,27,2,4,41,18,4,54,57,0,5,3,6,105,0,69,180,30,4,0
AL,1997,404,56,126,36,2,3,51,19,8,27,44,1,2,7,12,127,0,69,180,31,5,0
AL,1999,114,14,32,3,0,1,12,2,2,14,11,1,1,1,2,41,0,69,180,33,7,0
AL,2000,239,35,69,13,0,1,13,1,3,28,38,0,4,1,5,69,0,69,180,34,8,0
AL,2001,175,24,43,6,1,2,15,2,1,12,18,0,4,0,2,74,0,69,180,35,9,0
NL,2011,26,5,7,0,0,0,0,1,1,3,7,1,0,0,0,10,0,74,215,26,0,0
NL,2012,4,0,1,0,0,0,0,0,0,1,1,0,0,0,0,6,0,74,215,27,1,0
AL,2013,13,2,5,1,0,1,4,0,0,3,3,0,0,0,1,6,0,74,215,28,2,0
AL,2014,75,11,16,4,0,1,5,1,0,5,15,0,0,0,0,28,0,74,215,29,3,0
NL,1978,9,0,0,0,0,0,0,0,0,1,5,0,0,0,0,4,0,72,185,22,0,0
AL,1990,232,32,69,11,1,9,27,3,3,17,51,0,1,0,3,66,0,73,180,21,0,0
AL,1991,557,65,144,36,3,21,91,12,5,40,149,0,6,6,13,149,0,73,180,22,1,0
AL,1992,659,87,175,31,4,20,96,8,4,45,144,1,5,6,13,161,1,73,180,23,2,0
AL,1993,607,98,182,37,5,22,97,9,4,77,128,1,1,6,8,151,1,73,180,24,3,1
AL,1994,464,66,122,34,5,18,85,2,2,45,128,1,1,13,6,114,1,73,180,25,4,2
AL,1995,567,79,156,21,5,15,81,4,2,63,100,4,0,7,18,144,0,73,180,26,5,3
AL,1996,616,90,165,32,3,22,100,4,3,57,118,2,1,10,18,157,1,73,180,27,6,3
AL,1997,595,90,163,27,3,22,102,16,3,46,113,5,0,11,15,154,0,73,180,28,7,4
AL,1998,557,74,160,33,2,28,96,10,8,44,125,0,0,4,12,146,0,73,180,29,8,4
AL,1999,322,45,82,16,2,10,48,2,1,25,57,1,0,2,13,85,0,73,180,30,9,4
AL,2000,574,93,184,38,4,22,106,1,1,73,111,2,0,10,15,155,1,73,180,31,10,4
AL,2001,334,34,88,15,0,3,38,1,2,30,63,1,0,3,8,98,0,73,180,32,11,5
AL,2002,397,42,86,14,3,11,55,0,0,40,82,1,0,0,12,118,0,73,180,33,12,5
NL,1966,63,1,10,0,0,0,2,0,0,2,25,0,4,0,0,36,0,75,197,26,0,0
NL,1967,34,1,4,0,0,0,1,0,0,1,13,0,1,1,1,28,0,75,197,27,1,0
NL,1968,71,4,6,1,0,0,2,0,0,3,25,0,7,0,0,34,1,75,197,28,2,0
NL,1969,76,3,9,0,0,1,3,1,0,1,26,0,8,0,0,36,0,75,197,29,3,1
NL,1970,39,2,5,0,0,0,1,0,0,0,12,0,3,0,0,27,0,75,197,30,4,1
NL,1971,37,0,7,0,0,0,0,0,0,1,9,0,5,0,0,37,0,75,197,31,5,1
NL,1972,33,3,5,0,0,1,5,0,0,2,6,0,2,0,1,23,0,75,197,32,6,1
NL,1975,49,4,10,2,0,0,2,0,0,2,12,0,5,0,0,38,0,75,197,35,9,1
NL,1976,64,1,7,1,0,0,2,0,0,1,17,0,11,0,0,34,1,75,197,36,10,1
NL,1977,22,1,7,0,0,0,0,0,0,1,5,0,3,0,0,17,0,75,197,37,11,2
NL,1978,16,0,1,1,0,0,1,0,0,0,5,0,3,1,0,13,0,75,197,38,12,2
NL,1979,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,44,0,75,197,39,13,2
NL,1980,12,0,2,0,0,0,2,0,0,0,4,0,2,0,0,61,0,75,197,40,14,2
NL,1981,3,0,2,0,0,0,0,0,0,0,0,0,2,0,0,35,0,75,197,41,15,2
NL,1982,9,1,2,0,0,0,0,0,0,0,1,0,1,0,0,60,0,75,197,42,16,2
NL,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,75,197,43,17,2
AL,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,76,230,26,0,0
NL,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,76,230,27,1,0
NL,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,76,230,28,2,0
NL,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,76,230,29,3,0
NL,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1,76,230,30,4,0
NL,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,1,76,230,31,5,1
NL,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1,76,230,32,6,2
NL,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,76,230,33,7,3
AL,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,76,230,34,8,3
AL,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,76,230,35,9,4
AL,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,76,230,36,10,4
AL,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,76,230,37,11,4
AL,1969,6,1,2,0,0,0,0,0,0,0,1,0,2,0,0,8,0,72,160,23,0,0
NL,1983,4,1,1,0,0,0,0,0,0,0,2,0,0,0,0,6,0,75,190,25,0,0
NL,1984,4,0,1,0,0,0,0,0,0,1,2,0,0,0,0,3,0,75,190,26,1,0
NL,2013,33,4,5,0,0,0,1,3,0,3,16,0,0,0,0,23,0,72,160,22,0,0
NL,1965,72,12,15,1,0,0,1,0,1,5,14,1,0,0,2,26,0,71,175,21,0,0
NL,1966,541,63,141,21,3,9,40,6,3,9,57,1,10,1,6,133,0,71,175,22,1,0
NL,1967,344,27,72,12,1,5,29,4,3,27,61,9,11,1,7,133,0,71,175,23,2,0
NL,1969,183,28,54,4,3,1,14,2,4,15,25,1,3,1,0,67,0,71,175,25,4,0
NL,1970,435,49,116,13,7,2,32,4,5,36,52,3,10,6,7,123,0,71,175,26,5,0
NL,1971,630,63,172,28,6,4,52,12,2,18,46,2,16,2,15,152,0,71,175,27,6,0
NL,1972,572,64,151,33,6,7,53,16,5,39,56,3,12,8,9,152,0,71,175,28,7,0
NL,1973,656,78,182,25,5,6,63,12,6,45,62,0,17,6,11,160,0,71,175,29,8,0
NL,1974,390,33,97,15,2,0,22,7,3,22,32,0,12,1,12,108,0,71,175,30,9,0
NL,1975,565,57,158,21,3,4,43,8,8,25,51,2,12,8,15,146,0,71,175,31,10,0
NL,1976,520,48,137,18,0,2,36,5,3,18,38,0,16,4,12,135,0,71,175,32,11,0
AL,1977,615,83,190,19,10,5,51,4,4,38,61,1,13,5,11,151,0,71,175,33,12,0
AL,1978,43,5,6,1,0,0,2,0,0,1,6,0,1,0,0,13,0,71,175,34,13,0
NL,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,72,190,33,0,0
NL,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,72,190,34,1,0
NL,2008,501,79,129,25,3,10,58,12,4,81,104,9,2,5,7,150,1,72,200,31,0,0
NL,2009,499,79,129,38,5,11,54,6,10,93,112,3,3,5,15,146,0,72,200,32,1,1
NL,2010,358,45,94,20,2,13,44,7,8,64,67,1,3,4,5,130,0,72,200,33,2,1
NL,2011,293,33,80,15,2,3,13,2,2,46,57,1,5,0,2,87,0,72,200,34,3,1
AL,2012,41,2,7,1,0,0,4,0,1,8,9,0,0,2,0,24,0,72,200,35,4,1
AL,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,72,175,32,0,0
NL,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,76,270,27,0,0
AL,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,76,270,29,2,0
NL,2009,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,61,0,76,270,30,3,0
NL,2010,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50,0,76,270,31,4,0
NL,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,76,270,32,5,0
NL,2007,6,3,0,0,0,0,0,0,0,3,3,0,0,0,0,14,0,70,175,26,0,0
NL,2009,97,17,29,6,1,1,2,2,1,17,10,1,0,0,1,65,0,70,175,28,2,0
NL,2010,28,3,4,1,0,0,3,0,0,3,5,0,0,0,2,19,0,70,175,29,3,0
AL,2011,308,41,74,18,5,3,27,20,8,32,49,0,4,1,3,105,0,70,175,30,4,0
AL,2012,98,14,25,3,2,0,5,7,2,8,14,0,0,0,0,44,0,70,175,31,5,0
AL,2013,176,25,35,0,3,2,17,8,2,17,28,0,4,2,6,119,0,70,175,32,6,0
AL,2014,30,5,6,0,2,2,4,1,0,3,6,0,0,0,0,7,0,70,175,33,7,0
NL,1979,42,3,6,2,0,0,4,0,0,6,21,0,11,0,0,22,0,74,205,23,0,0
NL,1980,27,1,0,0,0,0,0,0,0,0,17,0,3,0,0,16,0,74,205,24,1,0
AL,1973,26,2,3,0,0,2,4,0,0,1,17,0,0,0,0,9,0,75,215,23,0,0
AL,1974,189,17,42,11,0,7,28,1,0,8,68,2,2,0,4,64,0,75,215,24,1,0
NL,1977,100,5,16,6,0,2,9,0,1,10,45,1,1,0,0,34,0,75,215,27,4,0
NL,1974,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,74,180,24,0,0
AL,1964,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,73,170,20,0,0
AL,1966,47,7,11,2,1,2,2,0,0,7,6,0,0,0,0,16,0,73,170,22,2,0
AL,1967,206,18,46,10,0,7,21,2,3,19,55,0,2,1,2,73,0,73,170,23,3,0
AL,1968,244,14,59,8,2,0,18,2,2,24,49,2,3,3,5,97,0,73,170,24,4,0
AL,1969,254,25,60,11,1,4,22,2,1,20,53,2,2,2,9,108,0,73,170,25,5,0
AL,1970,33,3,6,2,0,1,2,0,0,3,9,0,0,0,0,29,0,73,170,26,6,0
NL,1997,40,4,12,2,0,3,8,0,0,2,7,1,0,0,0,19,0,73,185,22,0,0
NL,1998,505,58,138,44,2,13,73,6,6,39,70,4,0,1,12,140,0,73,185,23,1,0
NL,1999,347,38,96,34,2,9,47,2,3,22,35,6,0,3,14,100,0,73,185,24,2,0
AL,2000,482,76,142,29,1,32,104,3,1,30,68,3,0,6,14,133,0,73,185,25,3,0
AL,2001,522,71,143,31,2,18,83,5,2,38,88,8,0,7,13,146,0,73,185,26,4,0
AL,2002,429,75,124,35,6,19,59,10,3,32,44,6,0,3,7,130,0,73,185,27,5,0
AL,2003,206,32,63,9,2,9,35,5,4,26,31,4,0,1,4,63,0,73,185,28,6,0
AL,2004,258,41,60,19,1,11,33,1,2,27,30,1,0,2,7,76,0,73,185,29,7,0
NL,2000,6,0,2,0,0,0,0,0,0,0,1,0,1,0,2,58,0,72,196,27,0,0
NL,2001,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,66,0,72,196,28,1,0
NL,2002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,72,196,29,2,0
AL,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,72,196,30,3,0
AL,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,72,196,31,4,0
NL,2005,3,1,1,0,0,0,0,0,0,0,2,0,0,0,0,62,0,72,196,32,5,0
NL,2006,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,72,196,33,6,0
AL,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,72,196,34,7,0
AL,1981,15,2,3,1,0,0,2,0,0,2,1,0,0,1,0,8,0,76,226,24,0,0
AL,1985,70,7,22,7,1,2,13,0,1,5,12,0,0,2,4,23,0,76,226,28,4,0
AL,1960,9,1,1,0,0,0,0,0,0,1,5,0,0,0,0,9,0,72,175,25,0,0
AL,1961,17,1,1,0,0,0,2,0,0,1,10,0,0,0,0,56,0,72,175,26,1,0
AL,1962,15,0,1,0,0,0,0,0,0,0,8,0,0,0,0,47,0,72,175,27,2,0
NL,1963,4,1,0,0,0,0,0,0,0,1,3,0,0,0,0,26,0,72,175,28,3,0
NL,1986,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,74,210,24,0,0
AL,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,77,215,25,0,0
AL,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,77,215,26,1,0
AL,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,77,215,27,2,0
AL,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,77,215,28,3,0
NL,2000,455,87,134,20,4,4,37,40,14,73,80,0,9,2,2,131,0,68,195,23,0,0
NL,2001,324,39,89,19,0,4,30,22,6,24,56,1,4,6,5,79,0,68,195,24,1,0
NL,2002,636,95,175,31,8,8,47,27,15,43,114,0,9,2,8,154,0,68,195,25,2,0
NL,2003,664,130,194,35,10,15,61,25,2,60,76,2,3,4,1,156,1,68,195,26,3,0
NL,2004,563,103,157,24,5,14,59,29,6,58,71,4,5,5,9,143,0,68,195,27,4,1
NL,2005,616,100,175,31,11,12,58,46,10,62,78,3,5,5,11,154,0,68,195,28,5,1
NL,2006,654,113,196,32,9,15,63,37,13,73,98,3,5,3,7,159,0,68,195,29,6,1
NL,2007,581,87,157,23,4,6,47,25,6,55,68,3,2,3,11,138,0,68,195,30,7,1
NL,2008,143,34,51,12,2,5,16,8,3,20,17,0,0,0,3,36,0,68,195,31,8,1
NL,2009,613,92,165,28,5,9,47,12,6,61,89,2,3,2,11,150,0,68,195,32,9,1
NL,2010,383,66,115,23,7,8,43,22,4,40,60,5,2,2,5,97,1,68,195,33,10,1
NL,2011,137,15,27,4,0,1,12,5,3,11,21,0,1,0,0,37,0,68,195,34,11,2
NL,2012,477,69,126,18,3,5,49,12,4,44,57,1,5,4,7,121,1,68,195,35,12,2
NL,2014,35,4,6,0,1,0,2,0,0,2,7,0,0,0,1,9,0,68,195,37,14,3
NL,1955,523,83,164,24,3,26,95,4,5,43,43,5,1,4,15,140,0,72,190,33,9,0
NL,1956,523,66,151,30,0,21,83,1,1,57,41,15,2,4,27,149,0,72,190,34,10,0
NL,1957,395,61,121,17,4,12,66,0,2,29,33,4,7,4,13,119,0,72,190,35,11,0
NL,1958,411,54,119,19,3,18,83,0,2,35,28,2,4,7,15,122,0,72,190,36,12,0
NL,1959,93,8,27,4,0,0,13,0,0,7,11,2,1,2,5,50,0,72,190,37,13,0
NL,1960,10,1,2,0,1,0,1,0,0,0,2,0,0,0,0,8,0,72,190,38,14,0
NL,2005,26,3,5,1,1,0,1,0,0,4,4,0,0,0,0,13,0,72,190,26,0,0
AL,2007,17,5,3,1,0,0,1,0,0,3,8,0,0,0,0,16,0,72,190,28,2,0
AL,2000,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,20,0,74,185,24,2,0
NL,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,74,190,27,0,0
AL,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,74,190,30,3,0
AL,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,74,190,31,4,0
NL,2001,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,74,190,32,5,0
AL,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,74,190,33,6,0
AL,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,75,200,24,0,0
AL,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,75,200,25,1,0
AL,2008,4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,12,0,75,200,26,2,0
AL,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,75,210,26,0,0
AL,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,75,210,27,1,0
NL,1937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,73,175,26,2,0
NL,1938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,73,175,27,3,0
NL,1958,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,73,190,28,0,0
AL,1959,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,74,165,29,0,0
AL,1960,11,0,1,0,0,0,1,0,0,1,3,0,1,0,0,21,0,74,165,30,1,0
AL,1961,25,3,5,0,1,0,1,1,0,1,11,0,0,0,0,34,0,74,165,31,2,0
NL,1947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,71,210,28,2,0
NL,1960,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,76,210,20,0,0
NL,1963,120,14,26,5,0,3,15,1,1,8,23,1,0,1,0,46,0,76,210,23,3,0
NL,1964,38,0,7,2,0,0,1,1,0,1,8,0,0,0,0,24,0,76,210,24,4,0
NL,1965,48,4,12,0,0,3,5,0,2,7,16,2,0,0,0,28,0,76,210,25,5,0
NL,1966,240,27,52,7,0,4,16,0,1,21,51,3,4,2,2,94,0,76,210,26,6,0
AL,1967,12,2,1,0,0,0,2,0,0,2,4,0,0,0,0,11,0,76,210,27,7,0
NL,1968,304,38,82,16,1,10,35,1,1,32,47,4,5,2,7,108,0,76,210,28,8,0
NL,1969,178,13,48,5,1,1,18,1,2,12,25,1,2,2,4,83,0,76,210,29,9,0
NL,1970,42,1,8,2,0,0,6,0,0,1,15,0,0,1,0,43,0,76,210,30,10,0
AL,1981,26,4,5,0,0,2,3,0,0,0,6,0,0,0,1,9,0,72,180,23,0,0
AL,1982,508,59,117,25,4,25,84,0,4,37,107,2,4,13,16,145,0,72,180,24,1,0
AL,1983,584,81,143,30,3,21,78,7,1,54,121,2,0,8,18,157,0,72,180,25,2,0
AL,1984,588,55,154,29,4,5,65,11,5,44,81,1,3,5,9,162,0,72,180,26,3,0
AL,1985,560,71,138,31,0,20,63,13,5,37,89,3,3,1,15,160,0,72,180,27,4,0
AL,1986,596,91,171,34,1,34,108,14,15,52,108,4,1,6,18,157,0,72,180,28,5,0
AL,1987,584,95,150,36,2,31,109,10,7,37,92,7,1,3,25,154,0,72,180,29,6,0
AL,1988,468,66,141,29,2,28,88,7,4,36,85,5,1,6,10,133,1,72,180,30,7,0
AL,1989,498,63,125,11,4,19,75,6,2,25,87,5,1,9,12,130,1,72,180,31,8,1
AL,1990,577,61,132,27,5,16,85,6,1,36,101,1,1,8,22,154,0,72,180,32,9,2
AL,1991,586,58,144,22,1,18,66,5,5,33,104,3,2,5,13,152,0,72,180,33,10,2
AL,1992,456,41,103,13,2,12,48,3,1,21,79,4,0,3,9,130,0,72,180,34,11,2
AL,1993,50,3,9,2,0,0,4,1,0,5,12,0,0,1,3,20,0,72,180,35,12,2
AL,1994,327,53,94,15,3,12,57,0,2,19,63,3,1,3,9,90,0,72,180,36,13,2
AL,1995,514,76,134,27,0,35,96,3,3,47,91,6,3,6,7,137,0,72,180,37,14,2
NL,1996,522,71,143,27,4,23,80,2,2,35,97,6,4,5,10,141,0,72,180,38,15,2
NL,1997,502,63,126,24,1,17,69,7,3,36,88,3,4,6,20,148,0,72,180,39,16,2
NL,1998,306,39,81,23,1,11,43,1,1,31,39,1,0,3,10,91,0,72,180,40,17,2
NL,1999,280,22,57,9,1,9,46,0,1,21,51,0,0,5,5,113,0,72,180,41,18,2
AL,2000,10,0,0,0,0,0,1,0,0,0,3,0,0,1,0,5,0,72,180,42,19,2
NL,1982,8,0,0,0,0,0,0,0,0,2,3,0,1,0,0,7,0,74,200,24,0,0
NL,1983,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,74,200,25,1,0
NL,1984,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,47,0,74,200,26,2,0
NL,1963,5,1,2,0,0,0,1,0,0,1,1,0,0,0,0,10,0,73,180,22,0,0
NL,1964,58,5,15,4,0,1,9,0,1,3,10,0,0,1,1,40,0,73,180,23,1,0
NL,1965,363,46,87,14,2,8,53,2,1,40,45,0,1,6,11,122,0,73,180,24,2,0
NL,1966,213,23,54,8,2,2,15,2,1,24,29,1,2,2,6,90,0,73,180,25,3,0
NL,1967,217,20,48,7,0,2,21,0,0,19,26,3,3,3,6,73,0,73,180,26,4,0
NL,1968,105,13,24,4,2,0,13,0,0,7,12,0,1,1,2,53,0,73,180,27,5,0
NL,1969,128,7,29,2,0,1,10,0,0,14,12,0,1,0,6,62,0,73,180,28,6,0
NL,1970,32,0,6,0,0,0,2,0,1,1,3,0,0,0,0,18,0,73,180,29,7,0
AL,1971,68,11,22,5,0,0,13,0,0,11,5,0,1,1,1,47,0,73,180,30,8,0
AL,1972,82,9,21,4,1,0,10,1,0,10,13,0,1,1,1,52,0,73,180,31,9,0
NL,1973,69,8,20,2,0,0,7,0,0,13,16,2,1,0,0,63,0,73,180,32,10,0
NL,1974,31,2,2,0,0,0,0,0,0,15,7,1,0,0,0,46,0,73,180,33,11,0
AL,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,71,170,19,0,0
NL,1999,10,1,2,0,0,0,1,0,0,0,3,0,0,0,0,5,0,74,195,23,0,0
NL,2000,28,1,4,0,0,0,0,0,0,0,5,0,6,0,0,20,0,74,195,24,1,0
NL,2001,44,3,6,2,1,1,2,0,1,1,13,0,6,0,2,33,0,74,195,25,2,0
NL,2002,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,77,1,74,195,26,3,0
NL,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,1,74,195,27,4,1
NL,2004,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,70,1,74,195,28,5,2
NL,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,74,195,29,6,3
NL,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,74,195,30,7,3
AL,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,74,195,31,8,3
NL,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,74,195,32,9,3
AL,1983,27,2,3,1,0,0,3,0,0,0,6,0,0,2,0,10,0,71,185,22,0,0
AL,1984,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,71,185,23,1,0
AL,1985,293,37,66,15,3,2,23,10,4,20,57,0,3,3,5,114,0,71,185,24,2,0
AL,1986,472,63,118,22,6,12,54,12,10,30,108,0,13,3,4,156,0,71,185,25,3,0
AL,1987,437,68,116,28,7,10,40,6,6,25,84,0,10,2,3,137,0,71,185,26,4,0
AL,1988,461,70,109,20,6,14,48,15,7,27,110,2,11,1,13,149,0,71,185,27,5,0
AL,1989,460,69,125,29,7,9,48,11,4,17,80,0,7,5,10,149,0,71,185,28,6,0
AL,1990,388,38,91,22,3,7,38,8,8,24,76,0,8,2,5,138,0,71,185,29,7,0
AL,1991,408,52,108,23,3,8,42,11,9,26,72,0,5,5,15,139,0,71,185,30,8,0
