@relation 'newest_weka_batters_no_null-weka.filters.unsupervised.attribute.Remove-R1,23-weka.filters.unsupervised.attribute.NumericToNominal-R19'

@attribute lgID {NL,AL}
@attribute yearID numeric
@attribute AB numeric
@attribute R numeric
@attribute H numeric
@attribute 2B numeric
@attribute 3B numeric
@attribute HR numeric
@attribute RBI numeric
@attribute SB numeric
@attribute CS numeric
@attribute BB numeric
@attribute SO numeric
@attribute IBB numeric
@attribute SH numeric
@attribute SF numeric
@attribute GIDP numeric
@attribute G numeric
@attribute GP {0,1}
@attribute height numeric
@attribute weight numeric
@attribute age numeric
@attribute num_years_in_league numeric
@attribute previous_appearances numeric

@data
NL,2002,244,18,53,19,0,6,36,0,0,31,61,7,1,4,10,83,0,74,215,31,8,2
NL,2003,356,49,82,20,0,20,61,1,3,49,84,2,1,7,8,108,0,74,215,32,9,2
NL,2004,305,42,72,20,0,13,47,2,1,49,91,1,2,1,6,109,0,74,215,33,10,2
AL,2005,46,5,9,4,0,0,5,0,0,9,11,0,0,0,2,19,0,74,215,34,11,2
NL,2009,22,1,2,0,0,0,1,0,0,1,6,0,0,0,0,11,0,75,225,25,0,0
NL,2010,341,40,105,22,2,11,52,3,0,15,91,2,0,4,8,94,0,75,225,26,1,0
NL,2011,378,32,95,21,3,7,42,2,2,16,97,3,0,4,2,107,0,75,225,27,2,0
NL,2012,341,36,95,21,3,8,41,4,1,23,92,1,0,1,12,92,0,75,225,28,3,0
NL,2013,514,54,165,34,0,12,68,0,0,29,116,5,0,2,20,142,0,75,225,29,4,0
NL,2014,582,43,153,27,0,10,58,6,0,23,159,2,2,2,23,153,0,75,225,30,5,0
NL,1972,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,5,0,76,215,25,0,0
NL,1973,20,6,6,2,0,2,6,0,0,1,7,0,0,0,0,7,0,76,215,26,1,0
NL,1974,171,26,39,4,1,10,29,0,1,33,45,1,0,3,5,83,0,76,215,27,2,0
NL,1975,340,52,94,16,1,20,65,1,0,46,64,5,1,1,7,122,0,76,215,28,3,0
NL,1976,318,36,72,21,2,10,49,0,0,62,59,6,0,0,9,108,0,76,215,29,4,0
NL,1977,144,22,43,8,0,10,23,0,1,23,30,2,0,0,1,51,0,76,215,30,5,0
AL,1978,174,20,32,9,1,6,19,0,0,30,32,5,0,0,6,76,0,76,215,31,6,0
AL,1979,64,11,17,6,0,2,6,0,0,10,7,4,1,1,0,28,0,76,215,32,7,0
AL,1980,174,25,40,3,1,6,28,0,1,25,30,5,0,4,8,54,0,76,215,33,8,0
AL,1981,273,40,71,8,0,17,59,5,3,28,60,2,0,6,3,84,0,76,215,34,9,0
AL,1982,214,19,51,10,0,7,31,1,2,26,41,2,0,2,3,73,0,76,215,35,10,0
AL,1983,407,59,108,23,1,22,76,0,1,67,69,8,1,4,10,142,0,76,215,36,11,0
AL,1984,359,51,109,23,1,16,61,0,1,50,62,4,0,3,9,127,0,76,215,37,12,0
AL,1985,296,31,76,17,1,12,56,0,0,31,44,2,1,3,3,82,0,76,215,38,13,0
AL,1986,336,48,84,12,1,15,55,0,1,52,57,1,0,2,9,107,0,76,215,39,14,0
AL,1955,33,4,5,2,0,0,5,0,0,0,7,0,2,1,2,19,0,76,200,33,2,0
AL,1956,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,76,200,34,3,0
AL,1957,89,6,12,0,0,0,5,1,0,0,12,0,6,0,3,35,0,76,200,35,4,0
AL,1958,34,1,7,1,0,0,2,0,0,2,12,0,1,1,0,26,0,76,200,36,5,0
AL,1957,46,4,10,1,0,1,8,0,0,3,10,0,0,1,1,21,0,73,180,29,5,0
AL,1958,16,1,4,0,0,0,0,0,0,0,2,0,0,0,0,5,0,73,180,30,6,0
NL,1960,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,73,180,32,8,0
NL,1961,61,4,14,1,0,0,3,0,0,3,8,0,0,0,2,21,0,73,180,33,9,0
NL,1962,4,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,73,180,34,10,0
AL,1965,47,5,8,3,0,0,1,3,0,5,6,0,0,1,3,20,0,73,170,22,0,0
AL,1966,501,47,129,20,3,7,56,3,4,31,64,3,1,7,8,131,0,73,170,23,1,0
AL,1967,510,62,126,30,3,10,64,4,5,59,82,10,5,8,12,148,0,73,170,24,2,0
AL,1968,504,50,122,24,4,9,56,7,3,44,80,5,3,3,18,145,1,73,170,25,3,0
AL,1969,511,52,143,34,1,7,57,3,4,57,52,2,2,7,16,142,1,73,170,26,4,1
AL,1970,530,68,149,27,1,10,53,2,1,66,68,8,3,1,11,149,1,73,170,27,5,2
AL,1971,510,67,144,26,1,18,72,3,1,51,55,5,4,4,15,142,0,73,170,28,6,3
AL,1972,376,31,83,22,3,5,32,1,1,52,68,8,2,2,10,118,0,73,170,29,7,3
NL,1973,559,84,151,25,0,43,99,5,3,81,93,9,0,2,8,157,1,73,170,30,8,3
NL,1974,454,56,114,18,0,15,62,1,2,75,59,6,4,4,17,136,0,73,170,31,9,4
NL,1975,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,73,170,32,10,4
NL,1977,156,23,50,9,1,8,36,1,1,23,20,1,2,3,5,78,0,73,170,34,12,4
NL,1978,89,14,17,2,0,2,14,0,0,10,19,0,0,1,2,44,0,73,170,35,13,4
NL,1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,70,180,28,0,0
AL,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,77,205,34,3,0
AL,2005,375,54,103,21,0,15,58,0,1,50,52,1,0,8,11,109,0,74,210,26,0,0
AL,2006,286,30,67,13,1,9,37,0,0,40,45,2,0,5,6,91,0,74,210,27,1,0
AL,2007,416,53,98,20,1,18,62,0,0,72,77,4,0,4,12,117,0,74,210,28,2,0
AL,2008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,74,210,29,3,0
AL,2010,111,15,22,3,0,7,23,1,0,25,27,0,0,3,1,40,0,74,210,31,5,0
AL,2011,84,7,10,1,0,2,4,0,0,6,18,0,0,0,3,31,0,74,210,32,6,0
AL,2012,22,8,8,1,0,3,6,0,0,9,3,1,0,0,0,14,0,74,210,33,7,0
AL,2013,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,74,210,34,8,0
AL,2014,38,8,8,2,0,1,7,0,0,7,10,0,0,2,1,15,0,74,210,35,9,0
AL,1960,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,6,0,74,200,22,0,0
AL,1961,19,1,2,0,0,0,2,0,0,2,5,0,0,1,2,13,0,74,200,23,1,0
AL,1962,19,1,2,1,0,0,0,0,0,3,8,0,0,0,1,17,0,74,200,24,2,0
NL,1964,477,63,130,24,4,21,79,4,3,37,98,0,1,2,12,140,0,74,200,26,4,0
NL,1965,616,92,177,30,7,32,130,0,4,52,97,9,0,10,13,159,0,74,200,27,5,0
NL,1966,505,75,130,25,3,24,81,1,2,39,87,5,1,7,13,142,0,74,200,28,6,0
NL,1967,361,39,81,18,1,13,53,0,1,22,104,2,0,4,8,108,0,74,200,29,7,0
NL,1968,342,29,71,11,1,8,33,0,1,35,79,2,0,3,9,127,0,74,200,30,8,0
NL,1969,475,51,121,19,4,17,80,4,2,60,111,4,1,9,15,138,0,74,200,31,9,0
NL,1970,574,66,147,28,3,27,93,0,0,72,132,7,2,2,13,159,0,74,200,32,10,0
NL,1971,582,74,154,29,0,34,95,0,1,72,146,8,2,2,18,158,0,74,200,33,11,0
NL,1972,230,19,49,4,1,9,31,0,1,26,69,4,0,3,7,96,0,74,200,34,12,0
NL,1973,36,3,6,2,0,1,5,0,0,5,10,0,1,1,1,12,0,74,200,35,13,0
AL,1974,174,16,34,1,2,7,23,1,0,11,37,2,0,3,7,50,0,74,200,36,14,0
AL,1975,555,66,129,25,1,18,72,0,1,48,117,0,0,5,19,148,0,74,200,37,15,0
AL,1976,38,3,5,1,1,0,0,0,0,5,11,1,0,0,2,15,0,74,200,38,16,0
AL,1955,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,31,0,75,200,29,8,0
NL,1958,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,17,0,75,200,32,11,0
AL,1996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,74,185,29,1,0
AL,1998,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,31,0,74,185,31,3,0
AL,1999,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32,0,74,185,32,4,0
AL,1951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,75,190,32,11,0
AL,2008,19,0,3,0,0,0,0,0,1,0,7,0,0,0,0,7,0,73,190,24,0,0
AL,2011,160,20,31,7,2,4,17,6,7,14,53,0,6,1,3,70,0,73,190,27,3,0
AL,2012,297,32,72,10,2,6,33,18,6,24,84,0,5,2,3,123,0,73,190,28,4,0
AL,2013,162,19,29,2,1,2,9,14,0,8,49,1,3,0,2,79,0,73,190,29,5,0
AL,2014,19,1,2,2,0,0,0,0,0,0,7,0,1,0,0,7,0,73,190,30,6,0
NL,1955,20,1,2,0,0,0,1,0,0,2,4,0,1,0,1,40,0,75,190,31,5,0
NL,1956,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,36,0,75,190,32,6,0
NL,1957,17,1,6,1,0,1,7,0,0,0,3,0,1,0,0,30,0,75,190,33,7,0
NL,1958,2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,15,0,75,190,34,8,0
AL,1959,6,1,2,0,0,0,1,0,0,0,0,0,0,0,1,31,0,75,190,35,9,0
NL,1993,5,1,2,2,0,0,0,0,0,0,1,0,0,0,0,4,0,71,175,28,0,0
NL,1994,13,0,2,0,0,0,0,0,0,0,4,0,0,0,0,5,0,71,175,29,1,0
AL,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,75,230,24,0,0
AL,2014,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,75,230,25,1,0
NL,1958,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,71,175,26,0,0
NL,1966,32,2,7,0,0,0,0,0,1,2,7,0,1,0,0,15,0,73,155,24,0,0
NL,1967,10,3,3,0,0,0,0,0,0,1,2,0,0,0,1,8,0,73,155,25,1,0
NL,1968,174,11,33,2,0,1,7,1,0,12,23,2,1,0,3,67,0,73,155,26,2,0
NL,1969,10,2,1,0,0,0,0,0,0,0,1,0,0,0,1,7,0,73,155,27,3,0
NL,1970,161,25,44,1,2,3,31,1,1,19,18,3,2,0,12,67,0,73,155,28,4,0
NL,1971,49,4,4,1,0,0,5,0,0,3,9,0,0,1,1,32,0,73,155,29,5,0
AL,2003,8,1,3,1,0,0,0,0,1,1,1,0,0,0,0,5,0,75,210,28,0,0
NL,1979,74,5,15,2,0,1,7,0,0,2,17,0,0,0,1,42,0,72,175,24,0,0
AL,1980,27,3,5,3,0,0,1,0,0,2,4,0,1,1,3,14,0,72,175,25,1,0
AL,1981,16,2,2,0,0,0,0,0,0,2,5,0,0,0,0,7,0,72,175,26,2,0
AL,1926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,71,175,20,1,0
AL,1982,155,23,49,5,0,4,14,7,4,16,30,1,1,0,3,54,0,71,178,22,0,0
AL,1983,66,11,14,0,0,3,5,0,0,7,10,0,0,0,1,27,0,71,178,23,1,0
AL,1984,355,43,88,14,1,12,50,10,6,40,67,1,4,2,6,116,0,71,178,24,2,0
NL,1985,389,38,94,18,4,11,46,6,4,34,78,10,1,4,6,126,0,71,178,25,3,0
NL,1986,220,30,54,14,0,10,39,8,1,31,64,8,1,0,2,88,0,71,178,26,4,0
NL,1987,554,93,147,22,1,36,99,32,10,83,113,18,0,3,8,157,0,71,178,27,5,0
NL,1988,495,85,114,21,1,24,68,23,7,86,104,25,2,8,6,148,0,71,178,28,6,0
NL,1989,571,104,164,41,3,36,101,41,8,77,126,8,0,6,4,153,1,71,178,29,7,0
NL,1990,590,89,144,37,3,23,90,34,8,69,100,12,0,9,7,154,0,71,178,30,8,1
NL,1991,564,108,146,34,4,38,117,30,16,78,120,12,0,15,4,156,1,71,178,31,9,1
NL,1992,350,48,78,19,0,7,43,22,5,55,79,5,0,3,7,100,0,71,178,32,10,2
NL,1993,235,32,56,8,2,7,26,6,4,43,43,3,0,2,3,72,0,71,178,33,11,2
NL,1994,227,30,48,10,2,10,40,11,3,39,73,2,0,3,2,93,0,71,178,34,12,2
NL,1995,169,26,33,4,1,7,22,1,1,34,46,0,0,2,2,87,0,71,178,35,13,2
AL,1966,254,35,67,12,4,3,17,3,3,11,36,1,2,0,3,61,0,73,175,21,0,0
AL,1967,230,18,48,7,1,2,10,3,2,5,37,0,2,0,4,79,0,73,175,22,1,0
AL,1968,115,11,30,4,1,0,3,2,1,7,15,0,2,0,0,41,0,73,175,23,2,0
AL,1969,540,64,146,20,5,10,59,3,9,38,75,5,8,6,7,148,0,73,175,24,3,0
AL,1970,320,34,76,10,5,11,39,1,0,24,53,6,3,3,7,119,0,73,175,25,4,0
AL,1971,388,53,101,14,1,16,40,10,5,38,50,4,5,2,4,124,0,73,175,26,5,0
AL,1972,261,27,49,9,0,4,17,2,1,25,42,2,4,0,2,113,0,73,175,27,6,0
AL,1973,28,1,3,1,0,0,3,0,1,2,4,0,0,0,0,23,0,73,175,28,7,0
NL,1974,200,30,59,10,4,6,30,5,5,24,28,4,0,0,2,64,0,73,175,29,8,0
NL,1975,350,50,115,19,2,7,54,7,3,42,39,7,3,3,8,122,0,73,175,30,9,0
NL,1976,440,62,140,38,4,5,53,5,5,41,39,5,1,7,9,129,0,73,175,31,10,0
NL,1977,363,64,103,18,4,15,59,3,7,38,38,3,1,7,9,112,0,73,175,32,11,0
NL,1978,56,3,10,2,0,0,4,0,2,6,9,0,0,0,2,35,0,73,175,33,12,0
AL,1979,48,7,10,1,0,1,7,1,0,2,7,0,0,0,0,23,0,73,175,34,13,0
NL,1980,251,31,77,15,2,2,20,3,2,24,29,1,2,0,3,109,0,73,175,35,14,0
NL,1981,83,8,17,3,0,3,6,0,1,7,13,0,0,0,3,61,0,73,175,36,15,0
NL,1982,13,1,1,1,0,0,2,0,0,5,2,1,0,1,0,21,0,73,175,37,16,0
NL,1983,140,16,36,7,0,6,22,1,1,20,24,6,2,0,4,86,0,73,175,38,17,0
NL,1984,73,8,21,2,2,0,3,0,0,7,18,4,0,0,2,52,0,73,175,39,18,0
NL,1985,15,0,2,1,0,0,2,0,0,1,2,1,0,0,2,17,0,73,175,40,19,0
NL,1997,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,78,225,24,0,0
AL,1998,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,13,0,78,225,25,1,0
AL,1999,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22,0,78,225,26,2,0
AL,2000,3,0,0,0,0,0,0,0,0,0,2,0,2,0,0,25,0,78,225,27,3,0
AL,2001,3,0,1,0,0,0,0,0,0,1,2,0,0,0,0,32,0,78,225,28,4,0
AL,2002,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,22,0,78,225,29,5,0
AL,2003,5,1,1,0,0,0,0,0,0,1,3,0,0,0,0,32,0,78,225,30,6,0
AL,2004,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,33,0,78,225,31,7,0
AL,2005,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,33,0,78,225,32,8,0
AL,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,78,225,33,9,0
NL,2008,7,0,0,0,0,0,0,0,0,0,4,0,1,0,1,16,0,78,225,35,11,0
NL,1968,25,0,2,1,0,0,1,0,0,2,7,0,1,0,1,16,0,75,200,25,0,0
NL,1969,43,1,9,1,0,0,2,0,0,2,15,0,3,0,0,33,0,75,200,26,1,0
NL,1970,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,75,200,27,2,0
NL,1971,13,1,2,1,0,0,1,0,0,0,4,0,1,1,0,67,0,75,200,28,3,0
NL,1972,9,0,0,0,0,0,0,0,0,0,4,0,1,0,1,48,0,75,200,29,4,0
NL,1974,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34,0,75,200,31,6,0
NL,1975,12,1,1,1,0,0,0,0,0,0,4,0,0,0,1,21,0,75,200,32,7,0
NL,1976,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,24,0,75,200,33,8,0
NL,1970,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,71,175,25,0,0
AL,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78,240,23,0,0
AL,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78,240,24,1,0
AL,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,78,240,25,2,0
AL,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,78,240,26,3,0
AL,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,78,240,27,4,0
AL,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,78,240,28,5,0
AL,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,1,78,240,29,6,0
AL,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,78,240,30,7,1
AL,2014,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38,0,78,240,31,8,1
AL,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,74,190,22,0,0
NL,1985,23,0,1,1,0,0,2,0,0,3,8,0,3,0,0,15,0,74,195,24,0,0
NL,1986,26,2,3,0,0,0,1,0,0,1,12,0,2,1,0,17,0,74,195,25,1,0
NL,1993,6,1,2,1,0,0,0,0,0,0,2,0,1,0,0,33,0,77,218,26,2,0
NL,1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,77,218,27,3,0
NL,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,75,195,25,0,0
NL,1994,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,0,75,195,26,1,0
NL,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,75,195,27,2,0
NL,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,75,195,28,3,0
NL,1997,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,0,75,195,29,4,0
NL,1998,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,70,0,75,195,30,5,0
NL,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,75,195,31,6,0
NL,2000,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,47,0,75,195,32,7,0
AL,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,72,180,26,2,0
AL,2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,72,180,27,3,0
NL,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,72,180,28,4,0
NL,2003,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,72,180,29,5,0
NL,2005,4,1,1,0,0,0,0,0,0,0,2,0,0,0,0,4,0,79,245,21,0,0
NL,2006,42,1,4,2,0,0,3,0,0,1,23,0,6,0,0,31,0,79,245,22,1,0
NL,2007,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,79,245,23,2,0
NL,2008,30,1,4,2,0,0,2,0,0,1,18,0,3,0,0,14,0,79,245,24,3,0
NL,2009,62,8,12,1,0,3,10,0,0,6,33,0,9,0,0,34,1,79,245,25,4,0
NL,2010,59,0,5,0,0,0,4,0,0,1,24,0,6,0,1,28,1,79,245,26,5,1
NL,2011,19,1,3,0,0,0,4,0,0,2,10,0,2,0,1,9,0,79,245,27,6,2
NL,2012,53,2,5,0,0,0,2,0,0,2,34,0,5,0,0,31,0,79,245,28,7,2
AL,2013,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,16,0,79,245,29,8,2
NL,1950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,73,185,27,3,0
AL,1958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,76,210,25,0,0
AL,1959,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,76,210,26,1,0
AL,1960,30,2,5,1,0,0,3,0,0,0,11,0,3,0,1,42,0,76,210,27,2,0
AL,1961,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,76,210,28,3,0
NL,1962,52,1,4,1,0,0,3,0,0,1,24,0,9,0,2,33,0,76,210,29,4,0
NL,1963,74,3,5,0,0,0,0,0,0,1,34,0,5,0,0,38,0,76,210,30,5,0
NL,1964,76,4,6,1,0,1,1,0,0,2,49,0,4,0,0,35,0,76,210,31,6,0
NL,1965,18,0,2,1,0,0,0,0,0,0,7,0,0,0,0,8,0,76,210,32,7,0
NL,1966,70,3,10,2,1,1,2,0,0,1,28,0,10,0,1,32,0,76,210,33,8,0
NL,1967,71,5,9,1,0,0,1,0,0,5,27,0,6,0,0,29,0,76,210,34,9,0
NL,1968,40,1,7,0,0,0,2,0,0,0,19,0,3,1,2,31,0,76,210,35,10,0
NL,1969,6,1,0,0,0,0,0,0,0,1,3,0,0,0,0,9,0,76,210,36,11,0
NL,1970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,76,210,37,12,0
AL,1998,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,73,175,27,0,0
AL,2000,4,2,2,0,0,0,0,0,0,2,0,0,1,0,0,6,0,71,200,29,0,0
NL,2005,290,46,70,12,3,9,40,2,1,40,75,1,2,1,11,87,0,73,200,23,0,0
NL,2007,521,91,144,26,10,16,68,9,5,79,117,3,2,2,8,147,0,73,200,25,2,0
NL,2008,547,86,157,39,6,12,69,11,6,52,113,2,9,4,3,150,0,73,200,26,3,0
NL,2009,303,47,68,20,3,8,29,7,2,32,54,1,6,2,4,106,0,73,200,27,4,0
NL,2010,585,93,166,36,5,26,71,13,7,79,148,1,3,2,12,154,0,73,200,28,5,0
NL,2011,430,59,90,23,5,18,49,13,3,44,132,2,4,0,3,114,0,73,200,29,6,0
AL,2012,507,61,114,19,2,16,55,14,2,62,159,4,2,4,8,142,0,73,200,30,7,0
AL,2013,366,41,86,12,2,16,52,7,4,35,99,1,0,3,4,118,0,73,200,31,8,0
AL,2014,201,21,44,9,2,6,22,2,1,23,50,0,0,1,2,77,0,73,200,32,9,0
NL,2013,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,76,205,29,0,0
AL,2014,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,76,205,30,1,0
AL,1972,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,72,185,22,0,0
AL,1974,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,72,185,24,2,0
NL,1975,3,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,72,185,25,3,0
NL,1976,13,0,2,1,0,0,0,0,0,0,2,0,1,0,0,6,0,72,185,26,4,0
AL,1978,8,0,1,0,0,0,0,0,0,1,4,0,0,0,0,3,0,72,185,28,6,0
AL,1974,29,1,10,0,0,0,2,0,0,0,3,0,0,1,3,10,0,74,215,24,0,0
AL,1975,30,2,6,3,0,1,1,0,0,1,5,0,0,0,0,8,0,74,215,25,1,0
AL,1976,222,29,71,11,1,4,33,2,1,19,37,1,1,4,11,82,0,74,215,26,2,0
AL,1977,374,52,113,12,5,18,65,1,1,24,53,3,0,3,15,118,0,74,215,27,3,0
AL,1978,498,52,136,23,2,8,72,6,5,43,46,2,1,7,17,148,0,74,215,28,4,0
AL,1979,479,60,148,29,1,12,74,8,2,41,56,1,0,4,23,133,0,74,215,29,5,0
AL,1980,541,51,150,26,3,13,81,2,3,47,53,5,1,7,15,147,0,74,215,30,6,0
AL,1981,134,10,37,7,0,1,15,0,2,5,14,1,1,2,5,41,0,74,215,31,7,0
AL,1982,324,37,84,11,0,7,38,3,5,31,40,0,2,0,13,105,0,74,215,32,8,0
NL,1987,59,4,13,2,1,0,7,6,1,4,6,1,0,0,2,33,0,70,160,24,0,0
AL,1988,124,11,23,4,1,0,6,6,2,6,11,0,2,0,1,33,0,70,160,25,1,0
AL,1989,180,28,54,8,2,0,16,16,3,17,24,0,2,0,1,50,0,70,160,26,2,0
AL,1990,541,76,154,18,9,1,51,36,22,33,45,2,8,4,12,151,0,70,160,27,3,0
AL,1991,588,72,161,14,13,0,49,26,11,26,58,2,6,3,14,159,0,70,160,28,4,0
AL,1992,567,67,158,15,12,3,47,41,14,34,33,4,4,5,20,157,0,70,160,29,5,0
AL,1993,540,75,168,18,14,0,47,35,7,36,33,1,3,0,10,147,0,70,160,30,6,0
AL,1994,412,56,114,11,14,3,54,26,6,26,23,5,0,3,8,106,0,70,160,31,7,0
AL,1995,607,98,186,18,12,10,57,40,6,32,31,2,2,3,7,142,0,70,160,32,8,0
NL,1996,682,117,227,31,21,9,69,50,12,33,40,8,3,5,8,160,1,70,160,33,9,0
NL,1997,265,43,82,10,6,1,24,15,10,33,21,2,0,1,6,72,0,70,160,34,10,1
NL,1998,304,51,85,8,4,2,21,10,6,26,22,1,1,1,5,85,0,70,160,35,11,1
NL,1999,335,46,87,11,6,1,21,13,3,37,20,0,4,1,6,95,0,70,160,36,12,1
AL,2000,30,6,9,1,0,0,2,2,0,0,7,0,0,0,1,18,0,70,160,37,13,1
NL,1934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,76,204,24,0,0
NL,1960,68,6,14,2,1,0,1,3,1,5,19,1,1,0,2,34,0,71,170,26,0,0
AL,1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,71,170,27,1,0
NL,1962,117,22,33,4,5,2,13,6,1,11,27,0,0,0,1,61,0,71,170,28,2,0
NL,1965,468,57,121,24,1,12,58,15,6,24,81,8,7,3,7,131,0,71,170,31,5,0
NL,1966,526,71,143,20,2,17,73,8,10,21,75,4,9,2,16,152,0,71,170,32,6,0
NL,1967,330,39,89,14,1,11,41,4,3,24,52,5,7,3,9,104,0,71,170,33,7,0
NL,1968,205,14,50,14,3,1,14,3,1,6,23,2,2,0,6,62,0,71,170,34,8,0
AL,1969,133,10,27,8,0,0,9,5,1,10,19,1,1,1,2,67,0,71,170,35,9,0
NL,1995,221,32,46,6,1,13,28,5,2,37,66,2,0,1,2,79,0,76,230,28,0,0
NL,1996,343,55,94,24,0,13,47,6,4,44,64,3,0,4,5,127,0,76,230,29,1,0
NL,1997,219,30,47,10,0,4,29,1,1,43,78,1,0,3,1,78,0,76,230,30,2,0
AL,1998,14,1,1,0,0,0,0,0,0,0,6,0,0,0,1,10,0,76,230,31,3,0
NL,2000,22,2,4,0,0,1,6,0,0,5,9,0,0,0,1,21,0,76,230,33,5,0
NL,2001,118,17,30,6,1,6,23,0,2,16,31,1,0,2,0,71,0,76,230,34,6,0
NL,2002,51,5,7,4,0,1,4,0,0,9,18,0,1,0,0,42,0,76,230,35,7,0
AL,1998,23,2,2,0,2,0,1,0,0,1,8,0,0,0,0,7,0,72,185,23,0,0
AL,1999,207,27,47,11,0,4,16,3,1,36,58,0,1,2,2,73,0,72,185,24,1,0
AL,2000,213,29,48,11,0,3,23,3,2,27,40,0,10,0,3,75,0,72,185,25,2,0
AL,2001,173,21,43,6,1,5,18,2,1,23,31,1,10,3,5,61,0,72,185,26,3,0
AL,2002,263,31,55,8,1,4,18,0,0,30,52,1,6,0,4,86,0,72,185,27,4,0
AL,2003,27,3,3,1,0,0,3,0,0,3,4,0,1,1,0,13,0,72,185,28,5,0
NL,2004,11,1,1,0,0,0,2,0,0,3,2,1,0,1,0,7,0,72,185,29,6,0
